ID,lon,lat,qmean7913,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q00,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,CC_Area_km2,Shape_Length,DL_km,Q_m2_yr,Q_A_norm_m_yr
560,-154.2391606,56.97567396,5789673.412,6228565.952,5595823.587,5150779.721,5485991.624,5350782.815,5251279.335,5786814.386,6499231.265,5784567.252,5402655.246,6987270.924,6127749.705,5851117.132,4857187.692,7291687.847,5467434.459,4233334.043,4008263.167,6171889.052,5120276.978,5732488.773,6754192.492,5579466.559,6272806.66,5320566.754,6025640.06,5653590.651,5219275.154,6456963.634,6412352.947,6612440.623,4534955.473,5906261.425,6403845.036,7101021,9,10000,1000,578.9673412,0.578967341
563,-153.8107145,56.96680119,14713873.5,15939549.18,14433336.03,12718954.62,13595810.75,13553222.33,12977333.77,14469336.87,16842654.9,15021537.3,12985107.04,17766331.25,15595967.1,14449114.49,12421527.84,18012297.63,14252622.56,10693964.55,10322094.98,15552233.87,12469715.58,14711659.98,17130798.98,14337178.81,15801520.8,13733415.23,14790065.74,13617802.55,13793431.63,16447069.16,16062702.51,17329907.15,11558760.95,15271495.93,16443440.41,19883610,12,3000,4333,4904.6245,1.131836423
573,-132.5244534,54.99982126,5119447.432,5053435.1,5561341.096,4680714.346,4521951.641,4962261.616,4657053.835,3767998.839,4877558.543,5481721.825,3901042.791,4397573.046,4762707.361,5765859.798,4843602.094,4633558.687,4123028.71,4282841.115,4550986.129,4837105.111,5071772.698,5476893.282,5274082.744,4962387.18,5043078.807,4935778.858,4632196.535,4804458.649,5129571.524,5384170.796,4564437.625,5272126.38,6795189.765,8680078.357,6621183.75,6870911.5,2,3000,1000,1706.482477,1.706482477
584,-154.3546102,56.9843536,2045261.454,2209897.471,1960817.275,1830124.586,1965426.272,1866507.899,1840679.849,2053127.191,2279310.8,2051502.962,1889070.118,2463398.997,2190717.382,2015311.037,1716871.613,2691025.417,1908322.251,1484051.792,1399671.972,2187077.59,1798279.653,2014336.907,2428978.008,2005369.086,2224808.825,1879740.778,2167351.053,1964583.871,1809373.485,2273680.207,2249892.317,2306060.235,1593770.47,2058975.468,2254648.867,2551389.2,3,5000,800,409.0522909,0.511315364
585,-154.3051575,56.98448712,2034416.912,2203216.536,1957822.032,1820044.034,1953836.34,1868910.777,1831540.984,2042404.059,2269202.841,2049031.756,1870205.679,2445613.108,2168471.351,2005616.457,1713358.757,2658215.968,1909323.553,1479653.561,1397247.702,2172234.225,1770906.537,2006909.188,2416122.441,1990291.041,2211132.262,1872015.075,2146050.221,1945807.962,1798562.738,2256584.99,2235156.873,2300072.521,1582539.656,2062234.095,2271719.401,2522537.2,1,5000,400,406.8833824,1.017208456
587,-154.2557044,56.98460063,4179786.738,4526310.606,4047654.633,3710492.296,3993834.689,3861660.877,3747493.265,4178496.12,4698289.673,4191096.453,3807757.53,5050066.153,4463310.321,4113847.669,3517611.842,5384475.391,3934497.831,3040455.73,2898606.932,4466579.311,3621225.759,4135696.675,4943557.487,4087292.365,4535446.658,3861542.205,4359345.289,3992614.385,3742237.458,4666594.636,4589211.616,4758967.684,3254601.504,4246452.755,4654378.511,5210833.5,5,7000,857,597.1123911,0.696631123
591,-153.8106675,56.97576135,2494118.582,2696109.833,2525234.394,2190416.121,2316884.562,2383829.047,2317222.679,2542945.022,2734692.975,2488755.073,2280890.644,2907999.77,2665231.566,2630244.506,2157467.959,2871104.588,2465859.701,1905798.718,1760639.728,2620228.4,2196585.201,2409942.438,2760923.303,2260729.98,2819284.153,2327858.361,2691413.564,2513336.128,2245738.229,2656442.871,2713345.048,2794258.448,1981356.193,2530990.308,2738354.07,3192036.8,1,3000,667,831.3728608,1.247059291
614,-154.4371391,56.99304643,1935404.638,2122923.381,1866655.553,1720238.035,1858548.419,1758193.382,1705648.95,1948479.616,2154796.139,1947977.893,1723987.709,2345319.188,2097703.784,1832578.614,1593155.763,2595651.048,1797320.348,1389817.429,1308801.362,2066927.418,1706134.149,1915987.216,2337288.664,1921494.995,2099801.555,1797752.991,2040539.244,1845082.092,1696397.26,2183581.173,2082682.318,2231770.342,1464923.965,1960213.872,2100151.657,2520636.8,1,9000,222,215.0449598,0.967702319
615,-154.3875785,56.98425347,5802395.931,6332506.802,5597452.946,5121592.595,5573999.792,5284508.348,5127483.756,5832510.554,6442677.341,5844069.916,5181938.829,7015325,6279546.991,5501059.44,4783022.691,7741339.58,5395600.992,4174297.217,3922950.081,6185030.098,5091118.897,5756974.013,7004573.257,5762685.992,6310005.158,5392368.625,6105124.447,5542518.612,5116248.789,6566824.966,6248453.028,6690247.688,4406167.829,5896431.659,6325759.152,7531442.5,5,8000,750,725.2994914,0.967065988
633,-132.4404341,55.00255297,12176950.24,11914301.43,13199952.64,11599250.35,10001834.12,11519630.71,11371674.82,8802119.147,11672100.4,12834431.16,9691923.51,10319148.75,10535056.75,13879848,11782224.73,10853764.61,9638743.998,9597599.971,10554877.91,11084284.22,12229532.66,13130285.26,12523281.05,11685915.34,11807027.71,12186727.63,10478501.42,11571822.33,12311942.34,12658437.66,10968037.18,12719065.78,16493266.18,22107661.22,15734006.53,16734981,7,5000,1600,2435.390049,1.52211878
637,-154.4372476,57.00200618,4840245.182,5296900.085,4663278.833,4308980.142,4673459.426,4402457.89,4281604.924,4862705.666,5370653.73,4858849.535,4324576.906,5857209.183,5249685.445,4584283.866,3990716.56,6476056.809,4492046.641,3469205.628,3274423.19,5161993.993,4254122.172,4794965.765,5853874.349,4804331.025,5246166.372,4500432.642,5101887.057,4618828.457,4254549.76,5476673.304,5225287.725,5568426.488,3664586.316,4895955.128,5235657.358,6313749,4,11000,455,440.0222893,0.968049036
638,-154.4042633,57.00211972,1973554.361,2157822.806,1898519.914,1761185.819,1893187.345,1792636.473,1751916.031,1984356.137,2192620.063,1978719.465,1750317.329,2389057.408,2133326.08,1880342.648,1618587.71,2641284.867,1831658.809,1419178.67,1324671.341,2117220.107,1736403.454,1952993.679,2372535.571,1960821.27,2135388.246,1837905.96,2072617.116,1883406.009,1754914.834,2240620.803,2130467.762,2270403.466,1503178.575,2005799.31,2136645.557,2563692,3,8000,500,246.6942951,0.49338859
652,-154.4538524,57.01090574,1927449.296,2112661.331,1860001.577,1710960.603,1862728.641,1751451.93,1700459.197,1942591.676,2140071.93,1942238.121,1719569.226,2338463.703,2091785.472,1824562.479,1588332.026,2595093.6,1789590.46,1382146.303,1305523.218,2059085.323,1698635.587,1907549.717,2328973.032,1914917.785,2096112.4,1790092.289,2031250.718,1833509.35,1674873.915,2170697.555,2070561.318,2224627.513,1457357.566,1941737.491,2083274.296,2519238,3,7000,571,275.3498994,0.481862324
672,-154.0909494,57.02067398,4927915.598,5353088.938,4782015.324,4455037.801,4625553.482,4505536.078,4412282.571,4856197.484,5647749.836,5013227.291,4506598.942,5976118.414,5227984.436,4974156.713,4223174.705,6087809.197,4758477.677,3563647.771,3429779.991,5306337.784,4291559.18,4927028.324,5692902.098,4725997.806,5233114.935,4583230.096,5045566.37,4719631.768,4561761.3,5481950.038,5493505.689,5779869.665,3826246.791,5055003.317,5316030.605,6038873.5,6,7000,1000,703.9879425,0.703987943
687,-154.4869656,57.01973836,1930062.922,2113660.509,1860448.326,1715182.398,1859210.142,1753660.902,1704715.63,1945547.228,2135115.653,1945226.891,1721812.129,2341611.043,2096655.354,1826398.591,1590247.089,2587307.777,1792630.235,1384354.506,1307081.154,2072270.044,1698771.155,1910591.3,2336018.424,1917695.83,2094212.072,1792627.281,2037288.456,1835656.808,1683506.156,2169565.336,2071584.249,2229190.263,1460721.986,1954526.968,2086315.369,2520795,1,3000,667,643.3543072,0.965031461
688,-154.1074504,57.0206606,2198170.478,2385774.606,2146756.418,1969858.097,2083016.953,2060340.543,1978929.858,2157653.136,2512480.852,2232125.536,1997363.492,2667221.837,2314695.256,2193631.915,1878029.65,2745444.671,2113856.113,1593510.925,1535654.741,2359632.901,1881122.824,2189555.342,2567594.942,2143724.848,2381202.726,2032618.012,2253421.746,2072878.749,2003466.503,2439492.911,2482468.377,2511989.762,1702877.838,2240251.34,2432070.1,2675253.2,1,8000,250,274.7713097,1.099085239
705,-154.4870866,57.02869782,1933520.711,2118951.794,1862660.569,1724777.815,1862491.58,1756177.692,1709231.556,1947638.407,2138848.91,1948005.292,1725036.749,2343912.921,2098490.722,1831692.75,1593553.782,2590375.006,1797658.365,1389996.958,1309318.273,2067335.638,1701616.353,1913378.274,2345773.413,1922327.456,2093402.819,1798897.483,2040608.608,1839118.35,1683642.657,2171428.348,2079931.947,2224827.059,1479059.765,1949853.683,2090067.091,2523136.8,1,3000,667,644.5069037,0.966760356
707,-154.090972,57.02963366,2217612.736,2408728.307,2169869.87,1985337.724,2102451.798,2068421.705,1974739.896,2169204.044,2535148.546,2251567.049,2015823.076,2689350.094,2354099.766,2225523.297,1898701.637,2766133.226,2128138.017,1610637.03,1554112.211,2379883.141,1896225.807,2207653.985,2583331.831,2148531.918,2390948.341,2050535.103,2279523.96,2100692.761,2034402.639,2453553.786,2491391.739,2541803.61,1719636.995,2266050.107,2442782.737,2721510,1,7000,286,316.8018194,1.108806368
732,-154.4872077,57.03765719,1933578.232,2119632.671,1863038.183,1715802.733,1862542.023,1756604.136,1703391.867,1946705.381,2139147.73,1945750.421,1723433.618,2352785.558,2105348.888,1829867.255,1591586.138,2593625.086,1794352.573,1384149.115,1308422.211,2065604.819,1709060.105,1911993.565,2335259.141,1922896.98,2102000.839,1796108.661,2040119.409,1841047.851,1683923.525,2178575.052,2080262.673,2228302.607,1462940.692,1958952.968,2092603.651,2529400,1,3000,667,644.5260774,0.966789116
733,-154.1240438,57.04752375,1967262.075,2149725.4,1931849.631,1698330.911,1830643.178,1848859.261,1714400.93,1934935.381,2218676.597,2024520.985,1709798.2,2407794.849,2105224.955,1902340.797,1616512.443,2516407.481,1879799.659,1397354.053,1343037.909,2089453.384,1672355.046,1967496.197,2362458.926,1991465.089,2135632.854,1814343.887,1996032.494,1844588.847,1782280.639,2226746.186,2191191.6,2338220.302,1468892.37,2031332.562,2177259.407,2534210.2,3,5000,800,393.4524149,0.491815519
734,-154.0744854,57.03860442,2668888.211,2862459.711,2682101.557,2392094.227,2508814.609,2575605.425,2492648.225,2719989.274,2929960.424,2642653.183,2448544.452,3145672.496,2820769.331,2817804.67,2320410.104,3096359.201,2579793.171,2053589.923,1820327.592,2836812.415,2413937.666,2597225.862,2945467.201,2414833.534,3021211.537,2508904.621,2906211.889,2720717.45,2408582.674,2854198.44,2972089.904,3026373.218,2101940.846,2685644.652,2848893.897,3238444,2,6000,500,444.8147018,0.889629404
761,-154.4873288,57.04661648,2055003.753,2234619.831,1959389.305,1857110.243,1973034.309,1868476.386,1846522.181,2062994.03,2297519.324,2052379.27,1895591.379,2474345.86,2204370.201,2025853.538,1713123.148,2725831.533,1909084.593,1490887.637,1391571.671,2190226.78,1816146.845,2019793.495,2438855.249,2019279.224,2231265.713,1891517.333,2181157.847,1986362.799,1818043.497,2305367.545,2254704.24,2314180.237,1581166.547,2048777.659,2244241.71,2601340.2,1,3000,667,685.0012511,1.027501877
762,-154.1075573,57.0564988,6193153.229,6707959.904,5982651.185,5556516.943,5748915.345,5596864.223,5532428.686,6123489.437,7031068.453,6309454.471,5680065.176,7522560.84,6651971.167,6243425.44,5210104.674,7687313.192,6024809.888,4400137.491,4256897.254,6611364.427,5486261.08,6203415.432,7173226.374,5973344.194,6560295.213,5774688.162,6291125.362,6014269.85,5702655.366,6923918.687,6901016.949,7362472.831,4771863.54,6407675.738,6699216.531,7636919.5,4,7000,714,884.7361755,1.238630646
763,-154.0745039,57.04756393,17195490.5,18582407.58,17213216.04,15390549.21,16181005.91,16470451.82,16106074.6,17376470.04,18836220.74,17232770.74,15724001.78,20250073.66,18340006.41,17984216.36,15021351.41,20070890.55,16941779.18,13169068.44,11928041.06,18346449.97,15356916.34,16832570.48,19090738.54,15683029.37,19235845.38,16117063.55,18518314.05,17379837.86,15700310.07,18296896.18,18909615.84,19558545.73,13554615.62,17224150.97,18296962.17,20921710,12,4000,3250,4298.872626,1.322730039
795,-154.48745,57.05557569,2076865.73,2251917.762,1979065.699,1877237.103,1999254.066,1883142.194,1863650.259,2080189.856,2317579.31,2065386.218,1915062.106,2499903.633,2232512.361,2048780.742,1730696.574,2747799.27,1928561.701,1506460.599,1406175.222,2221657.776,1826363.553,2044540.7,2459634.218,2030372.637,2250034.083,1906480.206,2199746.71,2006101.401,1840665.978,2319541.52,2299832.979,2333534.42,1599317.621,2084431.761,2289417.501,2645252.8,1,3000,667,692.2885765,1.038432865
799,-153.2817126,57.05443894,14150758.22,15283849.29,14342200.26,11556024.76,12754902.58,13467443.38,12233111.83,14033464.48,16407112.21,14456177.41,12229840.65,16319986.5,14573133.17,13763896.44,11882856.52,16668336.52,13963933.59,10542359.63,10244041.81,14298073.63,11449129.25,13723300.3,16616595.22,13762313.05,15746421.3,13378659.04,13657411.41,12176309.19,13181113.13,15228805.38,14709360.64,16628346.65,11476683.82,15218659.65,17336168.93,21966516,14,4000,3750,3537.689554,0.943383881
819,-154.4875713,57.06453481,1986961.759,2172111.295,1912046.806,1776852.603,1914481.79,1800521.214,1750261.374,1994612.927,2206215.66,1984159.267,1757606.957,2400683.17,2158497.28,1886209.646,1629648.392,2651759.133,1842758.157,1426388.199,1345538.327,2122884.298,1754441.244,1959806.894,2387712.674,1963656.46,2151756.967,1844575.633,2080720.009,1888578.039,1771270.215,2247320.475,2165732.29,2279218.258,1521760.39,2012537.981,2168320.736,2613016.8,1,3000,667,662.3205863,0.993480879
821,-153.2980536,57.0634936,3324119.134,3581066.273,3352272.821,2713036.981,2972084.285,3121887.863,2895665.756,3279112.696,3826445.159,3405754.601,2880721.209,3870519.657,3438802.712,3268011.308,2767733.373,3924663.131,3289941.564,2455830.991,2376674.776,3365136.123,2698674.762,3256085.697,3883914.446,3267572.061,3683535.681,3097980.342,3190800.314,2923689.318,3110579.719,3631077.802,3512709.796,3929530.731,2646256.736,3579931.96,4040393.544,5106075.5,2,5000,600,664.8238268,1.108039711
839,-154.4876926,57.07349384,1964140.22,2150570.89,1892150.597,1749403.264,1890196.142,1777347.268,1729476.875,1973788.162,2183510.213,1970498.189,1745618.313,2378537.895,2128662.33,1861003.972,1617257.913,2624257.375,1830905.548,1408749.607,1320144.936,2091427.342,1737017.371,1930299.334,2364133.325,1943889.253,2131473.911,1822777.438,2058514.426,1866655.405,1731538.071,2226764.985,2114591.509,2257165.736,1505648.125,2000527.9,2140641.28,2589762.8,1,3000,667,654.7134067,0.98207011
868,-154.487814,57.0824528,1933018.204,2115991.434,1867093.776,1712865.778,1867366.285,1750902.123,1698533.006,1946015.459,2137024.451,1946847.499,1726748.707,2336170.534,2094101.429,1829305.116,1589260.917,2581445.883,1799263.622,1386966.766,1305949.903,2063764.47,1704813.612,1902513.673,2335838.41,1917968.418,2095433.731,1794767.367,2032197.262,1829683.288,1683663.548,2171674.714,2072386.533,2217371.608,1490194.307,1979024.531,2118712.485,2553776.5,1,3000,667,644.3394014,0.966509102
896,-154.4879355,57.09141167,1930655.508,2116878.39,1866679.007,1707208.981,1865966.444,1748003.858,1700909.737,1940339.902,2134968.67,1947804.653,1723414.829,2341161,2088793.123,1824119.176,1589523.591,2577219.267,1799770.391,1384567.769,1302968.261,2060941.864,1699311.12,1899386.846,2335452.141,1914416.052,2093618.215,1790671.739,2029129.08,1825920.867,1684587.416,2166514.668,2069307.318,2212677.032,1481911.615,1982781.847,2122719.698,2543298.2,1,3000,667,643.5518359,0.965327754
906,-153.2809974,57.09027383,2507783.261,2675470.664,2504170.495,2107294.188,2272990.642,2331970.628,2192814.827,2486089.279,2923433.489,2515005.672,2213570.062,2903072.158,2585969.914,2482320.55,2122070.556,2902082.162,2473796.616,1893365.038,1817064.444,2584489.482,2030449.29,2427527.056,2873721.141,2408353.946,2756380.214,2351206.345,2419333.216,2206031.402,2348296.448,2747948.385,2623779.893,2962618.46,2103132.802,2684860.611,3004094.549,3837639.5,2,3000,1000,835.9277536,0.835927754
907,-153.1816035,57.09861009,6737721.11,7144728.864,6874433.304,5522370.601,5940856.276,6496879.481,5925337.161,6747640.701,7717925.205,6767997.656,5847017.014,7630415.378,6841520.444,6747359.777,5649187.128,7611254.214,6739091.167,5066184.408,4929848.53,6726987.899,5520344.787,6358912.908,7759809.045,6424649.871,7625733.633,6376855.017,6472918.935,5954495.093,6244186.65,7236428.595,6960861.136,7784390.492,5652451.201,7389013.501,8492932.771,10639220,10,5000,2200,1347.544222,0.612520101
949,-153.1483206,57.10734306,2308038.541,2423641.571,2395908.708,1919625.073,2019220.454,2271811.766,2122786.099,2348358.147,2582539.355,2274551.166,2023334.654,2559547.527,2336343.94,2431061.516,1993469.973,2446488.025,2345783.935,1749502.216,1684786.858,2316093.273,1958213.158,2096791.993,2586347.334,2099640.048,2678816.563,2197882.202,2271150.975,2151169.389,2087415.656,2422469.424,2358877.291,2567274.888,1982325.631,2540244.494,3009384.147,3528491.5,1,6000,333,384.6730902,1.154019271
986,-154.4881785,57.10932916,1892940.144,2072079.632,1835537.088,1662738.764,1831230.893,1715566.752,1653644.667,1903862.167,2092638.273,1906649.103,1704540.254,2281623.549,2050085.228,1778590.005,1558913.388,2524515.459,1765005.551,1354972.915,1275108.756,2018151.235,1668992.498,1858120.952,2293959.471,1876417.445,2065734.504,1750269.376,1991509.409,1796746.019,1640928.32,2117626.872,2031661.495,2166650.258,1452974.065,1960418.152,2100215.324,2495227.2,1,3000,667,630.980048,0.946470072
990,-153.1646521,57.116415,2051536.391,2193717.571,2100714.99,1624238.17,1821776.73,1979596.503,1753525.238,2021326.886,2373032.195,2092677.103,1736084.063,2304994.995,2078519.31,1983379.489,1697655.196,2397412.426,2044619.034,1535049.204,1538045.931,2029035.58,1643547.766,1955506.621,2418100.987,2011614.085,2309355.76,1952376.78,1932038.464,1720855.163,1887900.849,2193437.735,2081725.678,2415167.838,1710706.766,2293542.097,2633711.476,3338785,3,6000,667,341.9227318,0.512884098
1022,-154.4884218,57.12724632,1989330.162,2157447.034,1914891.102,1777190.756,1924373.696,1797614.395,1764999.147,1989977.341,2218047.005,1993869.182,1832664.102,2392833.594,2133791.009,1942528.079,1660479.143,2634731.838,1854593.043,1433490.377,1343020.61,2118107.515,1745430.287,1936242.055,2380901.769,1950162.153,2166952.365,1824679.297,2100872.192,1893449.403,1732668.358,2200918.65,2176198.557,2224459.428,1565421.179,2039750.615,2262644.204,2541156.2,2,8000,375,248.6662703,0.663110054
